build[champion]: 8000 new seeds
[build] 900/8000 297s eta 39.0m (182/min) kept 900 units={'parti': 816, 'ulti': 201, '40_100': 26, 'betli': 31, 'durchmars': 22, '20_100': 11}
[build] 925/8000 304s eta 38.8m (182/min) kept 925 units={'parti': 840, 'ulti': 208, '40_100': 27, 'betli': 31, 'durchmars': 22, '20_100': 11}
[build] 950/8000 312s eta 38.6m (182/min) kept 950 units={'parti': 862, 'ulti': 213, '40_100': 28, 'betli': 33, 'durchmars': 22, '20_100': 11}
[build] 975/8000 320s eta 38.4m (183/min) kept 975 units={'parti': 885, 'ulti': 218, '40_100': 30, 'betli': 33, 'durchmars': 23, '20_100': 11}
[build] 1000/8000 330s eta 38.5m (182/min) kept 1000 units={'parti': 909, 'ulti': 227, '40_100': 30, 'betli': 33, 'durchmars': 24, '20_100': 11}
[build] 1025/8000 338s eta 38.3m (182/min) kept 1025 units={'parti': 929, 'ulti': 229, '40_100': 30, 'betli': 34, 'durchmars': 28, '20_100': 13}
[build] 1050/8000 346s eta 38.2m (182/min) kept 1050 units={'parti': 953, 'ulti': 235, '40_100': 30, 'betli': 34, 'durchmars': 28, '20_100': 14}
[build] 1075/8000 354s eta 38.0m (182/min) kept 1075 units={'parti': 974, 'ulti': 244, '40_100': 31, 'betli': 35, 'durchmars': 30, '20_100': 14}
[build] 1100/8000 363s eta 38.0m (182/min) kept 1100 units={'parti': 995, 'ulti': 250, '40_100': 32, 'betli': 35, 'durchmars': 31, '20_100': 16}
[build] 1125/8000 372s eta 37.9m (181/min) kept 1125 units={'parti': 1018, 'ulti': 255, '40_100': 32, 'betli': 36, 'durchmars': 31, '20_100': 17}
[build] 1150/8000 380s eta 37.7m (182/min) kept 1150 units={'parti': 1039, 'ulti': 267, '40_100': 35, 'betli': 37, 'durchmars': 31, '20_100': 17}
[build] 1175/8000 390s eta 37.7m (181/min) kept 1175 units={'parti': 1062, 'ulti': 275, '40_100': 35, 'betli': 38, 'durchmars': 32, '20_100': 17}
[build] 1200/8000 399s eta 37.7m (180/min) kept 1200 units={'parti': 1086, 'ulti': 283, '40_100': 36, 'betli': 38, 'durchmars': 32, '20_100': 17}
[build] 1225/8000 410s eta 37.8m (179/min) kept 1225 units={'parti': 1108, 'ulti': 287, '40_100': 37, 'betli': 39, 'durchmars': 32, '20_100': 18}
[build] 1250/8000 416s eta 37.5m (180/min) kept 1250 units={'parti': 1132, 'ulti': 293, '40_100': 38, 'betli': 39, 'durchmars': 32, '20_100': 18}
[build] 1275/8000 423s eta 37.2m (181/min) kept 1275 units={'parti': 1155, 'ulti': 299, '40_100': 38, 'betli': 40, 'durchmars': 33, '20_100': 18}
[build] 1300/8000 431s eta 37.0m (181/min) kept 1300 units={'parti': 1180, 'ulti': 305, '40_100': 38, 'betli': 40, 'durchmars': 33, '20_100': 18}
[build] 1325/8000 442s eta 37.2m (180/min) kept 1325 units={'parti': 1202, 'ulti': 307, '40_100': 39, 'betli': 40, 'durchmars': 35, '20_100': 19}
[build] 1350/8000 449s eta 36.9m (180/min) kept 1350 units={'parti': 1226, 'ulti': 316, '40_100': 39, 'betli': 40, 'durchmars': 36, '20_100': 19}
[build] 1375/8000 456s eta 36.6m (181/min) kept 1375 units={'parti': 1249, 'ulti': 325, '40_100': 39, 'betli': 40, 'durchmars': 38, '20_100': 20}
[build] 1400/8000 465s eta 36.5m (181/min) kept 1400 units={'parti': 1273, 'ulti': 329, '40_100': 40, 'betli': 40, 'durchmars': 38, '20_100': 20}
[build] 1425/8000 473s eta 36.4m (181/min) kept 1425 units={'parti': 1296, 'ulti': 331, '40_100': 40, 'betli': 41, 'durchmars': 39, '20_100': 21}
[build] 1450/8000 479s eta 36.1m (182/min) kept 1450 units={'parti': 1318, 'ulti': 335, '40_100': 42, 'betli': 41, 'durchmars': 40, '20_100': 21}
[build] 1475/8000 487s eta 35.9m (182/min) kept 1475 units={'parti': 1340, 'ulti': 341, '40_100': 43, 'betli': 42, 'durchmars': 40, '20_100': 22}
[build] 1500/8000 495s eta 35.8m (182/min) kept 1500 units={'parti': 1361, 'ulti': 348, '40_100': 45, 'betli': 42, 'durchmars': 42, '20_100': 23}
[build] 1525/8000 505s eta 35.7m (181/min) kept 1525 units={'parti': 1384, 'ulti': 354, '40_100': 47, 'betli': 42, 'durchmars': 42, '20_100': 23}
[build] 1550/8000 513s eta 35.6m (181/min) kept 1550 units={'parti': 1408, 'ulti': 365, '40_100': 48, 'betli': 42, 'durchmars': 42, '20_100': 23}
[build] 1575/8000 522s eta 35.5m (181/min) kept 1575 units={'parti': 1430, 'ulti': 374, '40_100': 50, 'betli': 42, 'durchmars': 44, '20_100': 23}
[build] 1600/8000 532s eta 35.5m (180/min) kept 1600 units={'parti': 1454, 'ulti': 382, '40_100': 51, 'betli': 42, 'durchmars': 45, '20_100': 23}
[build] 1625/8000 542s eta 35.4m (180/min) kept 1625 units={'parti': 1478, 'ulti': 391, '40_100': 52, 'betli': 42, 'durchmars': 45, '20_100': 23}
[build] 1650/8000 553s eta 35.4m (179/min) kept 1650 units={'parti': 1501, 'ulti': 398, '40_100': 53, 'betli': 42, 'durchmars': 46, '20_100': 23}
[build] 1675/8000 559s eta 35.2m (180/min) kept 1675 units={'parti': 1525, 'ulti': 411, '40_100': 54, 'betli': 42, 'durchmars': 47, '20_100': 23}
[build] 1700/8000 567s eta 35.0m (180/min) kept 1700 units={'parti': 1546, 'ulti': 414, '40_100': 56, 'betli': 43, 'durchmars': 48, '20_100': 23}
[build] 1725/8000 573s eta 34.8m (181/min) kept 1725 units={'parti': 1569, 'ulti': 421, '40_100': 57, 'betli': 43, 'durchmars': 48, '20_100': 24}
[build] 1750/8000 583s eta 34.7m (180/min) kept 1750 units={'parti': 1589, 'ulti': 424, '40_100': 60, 'betli': 44, 'durchmars': 49, '20_100': 24}
[build] 1775/8000 591s eta 34.5m (180/min) kept 1775 units={'parti': 1610, 'ulti': 433, '40_100': 62, 'betli': 46, 'durchmars': 49, '20_100': 24}
[build] 1800/8000 597s eta 34.3m (181/min) kept 1800 units={'parti': 1631, 'ulti': 438, '40_100': 63, 'betli': 47, 'durchmars': 51, '20_100': 24}
[build] 1825/8000 606s eta 34.2m (181/min) kept 1825 units={'parti': 1655, 'ulti': 443, '40_100': 63, 'betli': 47, 'durchmars': 51, '20_100': 25}
[build] 1850/8000 614s eta 34.0m (181/min) kept 1850 units={'parti': 1676, 'ulti': 450, '40_100': 66, 'betli': 48, 'durchmars': 52, '20_100': 25}
[build] 1875/8000 624s eta 34.0m (180/min) kept 1875 units={'parti': 1701, 'ulti': 455, '40_100': 66, 'betli': 48, 'durchmars': 52, '20_100': 25}
[build] 1900/8000 634s eta 33.9m (180/min) kept 1900 units={'parti': 1724, 'ulti': 463, '40_100': 67, 'betli': 48, 'durchmars': 53, '20_100': 25}
[build] 1925/8000 645s eta 33.9m (179/min) kept 1925 units={'parti': 1745, 'ulti': 472, '40_100': 68, 'betli': 49, 'durchmars': 54, '20_100': 26}
